Players_ID,Player_Name,Name,Surname,DOB,Turned pro,Weight,Height,Birth place,key,Nationality,Strong_hand,Weak_hand
103849,francesco aldi,Francesco,Aldi,1981-09-17,1999,75,175, Italy,francesco aldi,ITA, Right-Handed,
104056,roko karanusic,Roko,Karanusic,1982-09-05,2000,75,183, Croatia,roko karanusic,CRO, Right-Handed, Two-Handed Backhand
104209,rainer eitzinger,Rainer,Eitzinger,1983-06-28,2003,65,178, Austria,rainer eitzinger,AUT, Right-Handed,
103582,michael berrer,Michael,Berrer,1980-07-01,1999,100,193, Germany,michael berrer,GER, Left-Handed, One-Handed Backhand
103523,rohan bopanna,Rohan,Bopanna,1980-03-04,2003,86,191, India,rohan bopanna,IND, Right-Handed, One-Handed Backhand
103726,jean christophe faurel,Jean-Christophe,Faurel,1981-03-06,2000,69,175, France,jean christophe faurel,FRA, Right-Handed,
103752,simon greul,Simon,Greul,1981-04-13,2000,80,185, Germany,simon greul,GER, Right-Handed,
104593,daniel gimeno traver,Daniel,Gimeno-Traver,1985-08-07,2004,80,183, Spain,daniel gimeno traver,ESP, Right-Handed, Two-Handed Backhand
102985,gustavo marcaccio,Gustavo,Marcaccio,1977-05-03,,,,,gustavo marcaccio,ARG, Right-Handed,
105223,juan martin del potro,Juan Martin,Del Potro,1988-09-23,2005,97,198, Argentina,juan martin del potro,ARG, Right-Handed, Two-Handed Backhand
104477,jorge aguilar,Jorge,Aguilar,1985-01-08,,68,178, Chile,jorge aguilar,, Right-Handed, Two-Handed Backhand
105227,marin cilic,Marin,Cilic,1988-09-28,2005,89,198, Bosnia-Herzegovina,marin cilic,CRO, Right-Handed, Two-Handed Backhand
105095,evgeny korolev,Evgeny,Korolev,1988-02-14,2005,82,185, Russia,evgeny korolev,, Right-Handed,
104173,sam warburg,Sam,Warburg,1983-04-29,2005,85,191, USA,sam warburg,USA, Right-Handed,
104001,brian wilson,Brian,Wilson,1982-05-23,2004,85,191, U.S.A.,brian wilson,USA, Right-Handed,
104007,andre ghem,Andre,Ghem,1982-05-29,2003,86,193, Brazil,andre ghem,BRA, Right-Handed,
103747,dominik meffert,Dominik,Meffert,1981-04-09,2005,92,198, Germany,dominik meffert,GER, Right-Handed, One-Handed Backhand
103657,ivo klec,Ivo,Klec,1980-11-28,1999,79,183, Slovakia,ivo klec,SVK, Right-Handed,
103600,mohammad ghareeb,Mohammad,Ghareeb,1980-07-22,,,,,mohammad ghareeb,KUW, Right-Handed,
105023,sam querrey,Sam,Querrey,1987-10-07,2006,95,198, USA,sam querrey,USA, Right-Handed, Two-Handed Backhand
104122,carlos berlocq,Carlos,Berlocq,1983-02-03,2001,81,183, Argentina,carlos berlocq,ARG, Right-Handed, One-Handed Backhand
104112,benjamin balleret,Benjamin,Balleret,1983-01-15,,85,183, Monaco,benjamin balleret,, Right-Handed, Two-Handed Backhand
102630,slimane saoudi,Slimane,Saoudi,1975-07-23,,,,,slimane saoudi,ALG, Left-Handed,
103029,mehdi tahiri,Mehdi,Tahiri,1977-07-28,1996,78,183, Morocco,mehdi tahiri,MAR, Right-Handed,
104871,jeremy chardy,Jeremy,Chardy,1987-02-12,2005,75,188, France,jeremy chardy,FRA, Right-Handed, Two-Handed Backhand
104523,fred gil,Fred,Gil,1985-03-24,2003,75,173, Portugal,fred gil,POR, Right-Handed,
104010,dieter kindlmann,Dieter,Kindlmann,1982-06-03,2001,71,183, Germany,dieter kindlmann,GER, Right-Handed,
104515,mathieu montcourt,Mathieu,Montcourt,1985-03-04,2002,75,183, France,mathieu montcourt,FRA, Right-Handed, Two-Handed Backhand
104999,mischa zverev,Mischa,Zverev,1987-08-22,2005,88,191, Russia,mischa zverev,GER, Left-Handed, Two-Handed Backhand
103794,benjamin becker,Benjamin,Becker,1981-06-16,2005,72,178, Germany,benjamin becker,GER, Right-Handed, Two-Handed Backhand
104171,richard bloomfield,Richard,Bloomfield,1983-04-27,2002,75,185, Norfolk,richard bloomfield,GBR, Right-Handed,
103999,thiago alves,Thiago,Alves,1982-05-22,2000,75,178, Brazil,thiago alves,BRA, Right-Handed, Two-Handed Backhand
105217,thiemo de bakker,Thiemo,De Bakker,1988-09-19,,83,193, The Netherlands,thiemo de bakker,NED, Right-Handed, Two-Handed Backhand
104926,fabio fognini,Fabio,Fognini,1987-05-24,2004,74,178, Italy,fabio fognini,ITA, Right-Handed, Two-Handed Backhand
103675,diego junqueira,Diego,Junqueira,1980-12-28,2001,72,178, Argentin,diego junqueira,ARG, Left-Handed,
103701,diego hartfield,Diego,Hartfield,1981-01-31,,80,185, Argentina,diego hartfield,ARG, Right-Handed,
104890,andreas haider maurer,Andreas,Haider-Maurer,1987-03-22,2005,89,191, Austria,andreas haider maurer,AUT, Right-Handed, Two-Handed Backhand
104760,scott oudsema,Scott,Oudsema,1986-07-01,,67,191, USA,scott oudsema,USA, Right-Handed,
103702,stefano ianni,Stefano,Ianni,1981-01-31,,,,,stefano ianni,ITA, Right-Handed,
104308,michal przysiezny,Michal,Przysiezny,1984-02-16,2001,84,185, Poland,michal przysiezny,POL, Right-Handed,
103894,phillip king,Phillip,King,1981-12-19,2004,66,175, Chinese Taipei,phillip king,USA, Right-Handed,
104976,ryan sweeting,Ryan,Sweeting,1987-07-14,2007,83,196, Bahamas,ryan sweeting,USA, Right-Handed, Two-Handed Backhand
103521,andrea stoppini,Andrea,Stoppini,1980-02-29,1998,79,191, Italy,andrea stoppini,ITA, Right-Handed,
104225,jan hajek,Jan,Hajek,1983-08-07,2000,80,180, Czech Republic,jan hajek,CZE, Right-Handed, Two-Handed Backhand
104305,luka gregorc,Luka,Gregorc,1984-02-14,,,,,luka gregorc,SLO, Right-Handed,
104003,victor crivoi,Victor,Crivoi,1982-05-25,2003,75,185, Romania,victor crivoi,, Right-Handed,
104783,mikhail ledovskikh,Mikhail,Ledovskikh,1986-08-08,,82,188, Kazakhstan,mikhail ledovskikh,RUS, Right-Handed, Two-Handed Backhand
103538,james auckland,James,Auckland,1980-04-01,1999,79,,Norwich,james auckland,GBR, Right-Handed,
104851,gianluca naso,Gianluca,Naso,1987-01-06,,90,193,Erice,gianluca naso,, Right-Handed, One-Handed Backhand
103424,tobias clemens,Tobias,Clemens,1979-08-14,2005,83,188, Germany,tobias clemens,GER, Right-Handed,
104678,viktor troicki,Viktor,Troicki,1986-02-10,2006,86,193, Serbia,viktor troicki,SRB, Right-Handed, Two-Handed Backhand
104505,konstantin kravchuk,Konstantin,Kravchuk,1985-02-23,2004,80,191, Russia,konstantin kravchuk,RUS, Right-Handed, Two-Handed Backhand
105208,ernests gulbis,Ernests,Gulbis,1988-08-30,2004,88,193, Latvia,ernests gulbis,LAT, Right-Handed, Two-Handed Backhand
103553,alun jones,Alun,Jones,1980-04-26,2000,69,180, South Africa,alun jones,AUS, Right-Handed, Two-Handed Backhand
104816,karan rastogi,Karan,Rastogi,1986-10-08,2003,66,178, India,karan rastogi,, Right-Handed, Two-Handed Backhand
104534,dudi sela,Dudi,Sela,1985-04-04,2002,65,175, Israel,dudi sela,ISR, Right-Handed, One-Handed Backhand
104635,robert smeets,Robert,Smeets,1985-11-10,,70,188, The Netherlands,robert smeets,AUS, Left-Handed,
104864,alex kuznetsov,Alex,Kuznetsov,1987-02-05,2004,78,183, Ukraine,alex kuznetsov,, Right-Handed, Two-Handed Backhand
105028,jesse levine,Jesse,Levine,1987-10-15,2007,68,175, Canada,jesse levine,CAN, Left-Handed, Two-Handed Backhand
104898,robin haase,Robin,Haase,1987-04-06,2005,71,191, The Netherlands,robin haase,NED, Right-Handed, Two-Handed Backhand
104620,simone bolelli,Simone,Bolelli,1985-10-08,2003,83,183, Italy,simone bolelli,ITA, Right-Handed, One-Handed Backhand
104719,marcel granollers,Marcel,Granollers,1986-04-12,2003,77,191, Spain,marcel granollers,ESP, Right-Handed, Two-Handed Backhand
104665,pablo andujar,Pablo,Andujar,1986-01-23,2003,76,180, Spain,pablo andujar,ESP, Right-Handed, Two-Handed Backhand
104227,augustin gensse,Augustin,Gensse,1983-08-10,2001,,180,,augustin gensse,, Right-Handed, Two-Handed Backhand
103893,paolo lorenzi,Paolo,Lorenzi,1981-12-15,2003,77,183, Italy,paolo lorenzi,ITA, Right-Handed, Two-Handed Backhand
104978,daniel brands,Daniel,Brands,1987-07-17,2005,92,196, Germany,daniel brands,GER, Right-Handed, One-Handed Backhand
104897,matthias bachinger,Matthias,Bachinger,1987-04-02,2005,83,188, Germany,matthias bachinger,GER, Right-Handed,
104121,tobias summerer,Tobias,Summerer,1983-02-01,2002,79,185, Germany,tobias summerer,GER, Right-Handed,
103077,konstantinos economidis,Konstantinos,Economidis,1977-11-02,1998,80,188, Greece,konstantinos economidis,, Right-Handed,
104397,laurent recouderc,Laurent,Recouderc,1984-07-10,,,,,laurent recouderc,AND, Right-Handed,
103976,juan pablo brzezicki,Juan Pablo,Brzezicki,1982-04-12,2001,72,178, Argentina,juan pablo brzezicki,ARG, Right-Handed,
104262,flavio cipolla,Flavio,Cipolla,1983-10-20,2003,74,173, Italy,flavio cipolla,ITA, Right-Handed, One-Handed Backhand
103529,aisam ul haq qureshi,Aisam-Ul-Haq,Qureshi,1980-03-17,1998,78,183, Pakistan,aisam ul haq qureshi,PAK, Right-Handed, One-Handed Backhand
104217,simon stadler,Simon,Stadler,1983-07-20,2002,75,183, Germany,simon stadler,, Left-Handed,
104779,jamie baker,Jamie,Baker,1986-08-05,,81,183, Scotland,jamie baker,GBR, Right-Handed,
104327,steve darcis,Steve,Darcis,1984-03-13,2003,77,178, Belgium,steve darcis,BEL, Right-Handed, One-Handed Backhand
105453,kei nishikori,Kei,Nishikori,1989-12-29,2007,75,178, Japan,kei nishikori,JPN, Right-Handed, Two-Handed Backhand
105137,pere riba,Pere,Riba,1988-04-07,2004,78,183, Spain,pere riba,ESP, Right-Handed, Two-Handed Backhand
105373,martin klizan,Martin,Klizan,1989-07-11,2007,80,191, Slovakia,martin klizan,SVK, Left-Handed, Two-Handed Backhand
104545,john isner,John,Isner,1985-04-26,2007,108,208, USA,john isner,USA, Right-Handed, Two-Handed Backhand
104639,wayne odesnik,Wayne,Odesnik,1985-11-21,2004,77,180, South Africa,wayne odesnik,USA, Left-Handed, Two-Handed Backhand
105385,donald young,Donald,Young,1989-07-23,2004,79,183, USA,donald young,USA, Left-Handed, Two-Handed Backhand
105194,nick lindahl,Nick,Lindahl,1988-07-31,2006,77,183, Sweden,nick lindahl,AUS, Right-Handed,
104004,filip prpic,Filip,Prpic,1982-05-26,2002,74,173, Sweden,filip prpic,SWE, Right-Handed, Two-Handed Backhand
104979,andrey golubev,Andrey,Golubev,1987-07-22,2005,79,183, Russia,andrey golubev,KAZ, Right-Handed, One-Handed Backhand
104707,denis matsukevich,Denis,Matsukevich,1986-03-28,,80,191,,denis matsukevich,RUS, Right-Handed,
103735,lovro zovko,Lovro,Zovko,1981-03-18,1999,80,191, Croatia,lovro zovko,CRO, Right-Handed,
104628,alexander kudryavtsev,Alexander,Kudryavtsev,1985-10-26,,79,183, Russia,alexander kudryavtsev,RUS, Right-Handed,
104797,denis istomin,Denis,Istomin,1986-09-07,2004,88,188, Russia,denis istomin,UZB, Right-Handed, Two-Handed Backhand
104655,pablo cuevas,Pablo,Cuevas,1986-01-01,2004,80,180, Argentina,pablo cuevas,URU, Right-Handed, One-Handed Backhand
103543,david marrero,David,Marrero,1980-04-08,2001,85,183, Spain,david marrero,ESP, Right-Handed, One-Handed Backhand
104724,eduardo schwank,Eduardo,Schwank,1986-04-23,2005,83,183, Argentina,eduardo schwank,ARG, Right-Handed, Two-Handed Backhand
103850,sebastian decoud,Sebastian,Decoud,1981-09-18,2000,80,180, Argentina,sebastian decoud,ARG, Left-Handed, One-Handed Backhand
105064,thomaz bellucci,Thomaz,Bellucci,1987-12-30,2005,82,188, Brazil,thomaz bellucci,BRA, Left-Handed, Two-Handed Backhand
104731,kevin anderson,Kevin,Anderson,1986-05-18,2007,93,203, South Africa,kevin anderson,RSA, Right-Handed, Two-Handed Backhand
105053,santiago giraldo,Santiago,Giraldo,1987-11-27,2004,75,188, Colombia,santiago giraldo,COL, Right-Handed, Two-Handed Backhand
105311,joao sousa,Joao,Sousa,1989-03-30,2008,74,185, Portugal,joao sousa,POR, Right-Handed, Two-Handed Backhand
104349,rui machado,Rui,Machado,1984-04-10,2002,70,178, Portugal,rui machado,, Right-Handed, Two-Handed Backhand
105992,ryan harrison,Ryan,Harrison,1992-05-07,2007,84,185, USA,ryan harrison,USA, Right-Handed, Two-Handed Backhand
103448,gabriel trujillo soler,Gabriel,Trujillo-Soler,1979-09-30,,,,,gabriel trujillo soler,ESP, Right-Handed,
105062,mikhail kukushkin,Mikhail,Kukushkin,1987-12-26,2006,72,183, Russia,mikhail kukushkin,KAZ, Right-Handed, Two-Handed Backhand
104467,lamine ouahab,Lamine,Ouahab,1984-12-22,2002,83,185, Algeria,lamine ouahab,MAR, Right-Handed,
104882,blaz kavcic,Blaz,Kavcic,1987-03-05,2005,78,188, Slovenia,blaz kavcic,SLO, Right-Handed, Two-Handed Backhand
104091,miguel angel lopez jaen,Miguel Angel,Lopez Jaen,1982-11-29,2000,84,188, Spain,miguel angel lopez jaen,ESP, Right-Handed,
104216,maximo gonzalez,Maximo,Gonzalez,1983-07-20,2002,75,175, Argentina,maximo gonzalez,ARG, Right-Handed, Two-Handed Backhand
103435,massimo dellacqua,Massimo,Dell'Acqua,1979-09-06,1999,86,193, Italy,massimo dellacqua,ITA, Right-Handed,
105032,sam groth,Sam,Groth,1987-10-19,2006,100,193, Australia,sam groth,AUS, Right-Handed, One-Handed Backhand
105052,chris eaton,Chris,Eaton,1987-11-27,,76,, Great Britain,chris eaton,GBR, Right-Handed,
104914,ervin eleskovic,Ervin,Eleskovic,1987-05-08,,,,,ervin eleskovic,SWE, Right-Handed,
104219,stephane bohli,Stephane,Bohli,1983-07-25,2002,82,185, Switzerland,stephane bohli,SUI, Right-Handed,
104717,brendan evans,Brendan,Evans,1986-04-08,2004,91,188, USA,brendan evans,USA, Right-Handed,
104586,lukas rosol,Lukas,Rosol,1985-07-24,2004,82,193, Czech Republic,lukas rosol,CZE, Right-Handed, Two-Handed Backhand
104314,brian dabul,Brian,Dabul,1984-02-24,2001,70,170, Argentina,brian dabul,ARG, Left-Handed,
104619,jesse huta galung,Jesse,Huta Galung,1985-10-06,2004,89,, The Netherlands,jesse huta galung,NED, Right-Handed, One-Handed Backhand
104753,woong sun jun,Woong-Sun,Jun,1986-06-14,2005,90,191, Korea,woong sun jun,, Right-Handed,
104919,leonardo mayer,Leonardo,Mayer,1987-05-15,2003,80,191, Argentina,leonardo mayer,ARG, Right-Handed, One-Handed Backhand
104500,somdev devvarman,Somdev,Devvarman,1985-02-13,2008,73,180, India,somdev devvarman,IND, Right-Handed, Two-Handed Backhand
104281,ryler deheart,Ryler,DeHeart,1984-01-03,2006,79,183, Hawaii,ryler deheart,, Left-Handed, One-Handed Backhand
104149,adrian cruciat,Adrian,Cruciat,1983-03-31,,76,, Romania,adrian cruciat,ROU, Right-Handed,
103238,jean claude scherrer,Jean-Claude,Scherrer,1978-07-20,1998,82,188, Switzerland,jean claude scherrer,SUI, Right-Handed,
104424,go soeda,Go,Soeda,1984-09-05,2003,73,178, Japan,go soeda,JPN, Right-Handed, Two-Handed Backhand
104579,romain jouan,Romain,Jouan,1985-07-16,2006,77,183, France,romain jouan,FRA, Right-Handed,
105173,adrian mannarino,Adrian,Mannarino,1988-06-29,2004,70,180, France,adrian mannarino,FRA, Left-Handed, Two-Handed Backhand
103763,martin slanar,Martin,Slanar,1981-05-01,,,,,martin slanar,, Right-Handed,
104721,josselin ouanna,Josselin,Ouanna,1986-04-14,2004,91,193, France,josselin ouanna,, Right-Handed,
103862,mikhail elgin,Mikhail,Elgin,1981-10-14,1998,78,183, Russia,mikhail elgin,RUS, Right-Handed,
105122,karlis lejnieks,Karlis,Lejnieks,1988-03-16,,,,,karlis lejnieks,LAT, Right-Handed,
106071,bernard tomic,Bernard,Tomic,1992-10-21,2008,91,196, Germany,bernard tomic,AUS, Right-Handed, Two-Handed Backhand
105454,brydan klein,Brydan,Klein,1989-12-31,2007,83,188, Australia,brydan klein,GBR, Right-Handed, Two-Handed Backhand
104071,raven klaasen,Raven,Klaasen,1982-10-16,2002,71,, RSA,raven klaasen,RSA, Right-Handed, Two-Handed Backhand
104292,izak van der merwe,Izak,Van Der Merwe,1984-01-26,2005,88,196, South Africa,izak van der merwe,RSA, Right-Handed,
105099,antonio veic,Antonio,Veic,1988-02-18,2006,74,180, Croatia,antonio veic,CRO, Right-Handed, Two-Handed Backhand
104471,ivan dodig,Ivan,Dodig,1985-01-02,2004,83,183, Bosnia-Herzegovina,ivan dodig,CRO, Right-Handed, Two-Handed Backhand
105777,grigor dimitrov,Grigor,Dimitrov,1991-05-16,2008,80,191, Bulgaria,grigor dimitrov,BUL, Right-Handed, One-Handed Backhand
104392,franco ferreiro,Franco,Ferreiro,1984-07-01,2002,82,188,Uruguaiana,franco ferreiro,BRA, Right-Handed,
105558,guillaume rufin,Guillaume,Rufin,1990-05-26,2008,82,188, France,guillaume rufin,FRA, Right-Handed, Two-Handed Backhand
105041,lukas lacko,Lukas,Lacko,1987-11-03,2005,85,185, Slovakia,lukas lacko,SVK, Right-Handed, Two-Handed Backhand
104868,james ward,James,Ward,1987-02-09,2006,74,191, England,james ward,GBR, Right-Handed, Two-Handed Backhand
104624,josh goodall,Josh,Goodall,1985-10-17,2004,74,188, Great Britain,josh goodall,GBR, Right-Handed,
105098,alexandre sidorenko,Alexandre,Sidorenko,1988-02-18,2006,80,185, Russia,alexandre sidorenko,, Right-Handed,
104958,carsten ball,Carsten,Ball,1987-06-20,2005,91,198, USA,carsten ball,AUS, Left-Handed, Two-Handed Backhand
105166,peter polansky,Peter,Polansky,1988-06-15,2007,80,183, Canada,peter polansky,CAN, Right-Handed, Two-Handed Backhand
104947,marsel ilhan,Marsel,Ilhan,1987-06-11,2006,80,191, Uzbekistan,marsel ilhan,TUR, Right-Handed, Two-Handed Backhand
104070,jesse witten,Jesse,Witten,1982-10-15,2005,82,178, USA,jesse witten,USA, Right-Handed, Two-Handed Backhand
104547,horacio zeballos,Horacio,Zeballos,1985-04-27,2003,83,188, Argentina,horacio zeballos,ARG, Left-Handed, One-Handed Backhand
105657,marius copil,Marius,Copil,1990-10-17,2008,87,191, Romania,marius copil,ROU, Right-Handed, One-Handed Backhand
103830,shao xuan zeng,Shao-Xuan,Zeng,1981-08-29,2002,83,185, China,shao xuan zeng,CHN, Right-Handed,
105011,illya marchenko,Illya,Marchenko,1987-09-08,2006,82,185, Ukraine,illya marchenko,UKR, Right-Handed, Two-Handed Backhand
104095,david guez,David,Guez,1982-12-08,,75,185, France,david guez,FRA, Right-Handed,
105238,alexandr dolgopolov,Alexandr,Dolgopolov,1988-11-07,2006,71,180, Ukraine,alexandr dolgopolov,UKR, Right-Handed, Two-Handed Backhand
105723,andrey kuznetsov,Andrey,Kuznetsov,1991-02-22,2008,71,185, Russia,andrey kuznetsov,RUS, Right-Handed, Two-Handed Backhand
105051,matthew ebden,Matthew,Ebden,1987-11-26,2006,80,188, South Africa,matthew ebden,AUS, Right-Handed, Two-Handed Backhand
104907,rubin statham,Rubin,Statham,1987-04-25,2002,80,180, Great Britain,rubin statham,NZL, Right-Handed, Two-Handed Backhand
104476,louk sorensen,Louk,Sorensen,1985-01-07,2003,78,175,,louk sorensen,IRL, Right-Handed, Two-Handed Backhand
105079,ivan sergeyev,Ivan,Sergeyev,1988-01-20,,78,175, Ukraine,ivan sergeyev,UKR, Right-Handed, Two-Handed Backhand
104460,dustin brown,Dustin,Brown,1984-12-08,2002,78,196, Germany,dustin brown,GER, Right-Handed, Two-Handed Backhand
105154,joao souza,Joao,Souza,1988-05-27,2006,92,193, Brazil,joao souza,BRA, Right-Handed, Two-Handed Backhand
104948,petar jelenic,Petar,Jelenic,1987-06-13,,80,, Croatia,petar jelenic,CRO, Right-Handed,
104997,igor sijsling,Igor,Sijsling,1987-08-18,2006,85,191, Netherlands,igor sijsling,NED, Right-Handed, One-Handed Backhand
105575,ricardas berankis,Ricardas,Berankis,1990-06-21,2007,70,175, Lithuania,ricardas berankis,LTU, Right-Handed, Two-Handed Backhand
104963,yannick mertens,Yannick,Mertens,1987-06-25,2006,72,188, Belgium,yannick mertens,BEL, Right-Handed,
104594,marinko matosevic,Marinko,Matosevic,1985-08-08,2003,86,193, Bosnia-Herzegovina,marinko matosevic,AUS, Right-Handed, Two-Handed Backhand
105149,reda el amrani,Reda,El Amrani,1988-05-19,,82,185, Morocco,reda el amrani,MAR, Right-Handed, Two-Handed Backhand
105077,albert ramos vinolas,Albert,Ramos-Vinolas,1988-01-17,2007,80,188, Spain,albert ramos vinolas,ESP, Left-Handed, Two-Handed Backhand
105936,filip krajinovic,Filip,Krajinovic,1992-02-27,2008,75,185, Serbia,filip krajinovic,SRB, Right-Handed, Two-Handed Backhand
104311,leonardo tavares,Leonardo,Tavares,1984-02-20,,,, Portugal,leonardo tavares,POR, Right-Handed, Two-Handed Backhand
103926,daniel munoz de la nava,Daniel,Munoz De La Nava,1982-01-29,1999,75,178, Spain,daniel munoz de la nava,ESP, Left-Handed, Two-Handed Backhand
104735,tobias kamke,Tobias,Kamke,1986-05-21,2004,76,178, Germany,tobias kamke,GER, Right-Handed, Two-Handed Backhand
104714,julian reister,Julian,Reister,1986-04-02,2005,87,188, Germany,julian reister,, Right-Handed, One-Handed Backhand
104813,grega zemlja,Grega,Zemlja,1986-09-29,2004,81,183, Slovenia,grega zemlja,SLO, Right-Handed, Two-Handed Backhand
105573,henri kontinen,Henri,Kontinen,1990-06-19,2008,82,191, Finland,henri kontinen,FIN, Right-Handed, One-Handed Backhand
104770,martin fischer,Martin,Fischer,1986-07-21,2005,71,180, Austria,martin fischer,AUT, Right-Handed,
106045,denis kudla,Denis,Kudla,1992-08-17,2010,75,180, Ukraine,denis kudla,USA, Right-Handed, Two-Handed Backhand
104869,sergei bubka,Sergei,Bubka,1987-02-10,2005,88,188, Ukraine,sergei bubka,UKR, Right-Handed, Two-Handed Backhand
105015,franko skugor,Franko,Skugor,1987-09-20,,96,198, Croatia,franko skugor,CRO, Right-Handed, Two-Handed Backhand
104967,alexander sadecky,Alexander,Sadecky,1987-07-06,,80,193, Switzerland,alexander sadecky,SUI, Left-Handed, One-Handed Backhand
105065,tim smyczek,Tim,Smyczek,1987-12-30,2006,73,175, USA,tim smyczek,USA, Right-Handed, Two-Handed Backhand
105332,benoit paire,Benoit,Paire,1989-05-08,2007,80,196, France,benoit paire,FRA, Right-Handed, Two-Handed Backhand
104494,adrian ungur,Adrian,Ungur,1985-01-22,2003,73,178, Romania,adrian ungur,ROU, Right-Handed, One-Handed Backhand
105074,ruben bemelmans,Ruben,Bemelmans,1988-01-14,2006,75,183, Belgium,ruben bemelmans,BEL, Left-Handed, Two-Handed Backhand
106026,yuki bhambri,Yuki,Bhambri,1992-07-04,2008,77,183, India,yuki bhambri,IND, Right-Handed, Two-Handed Backhand
105683,milos raonic,Milos,Raonic,1990-12-27,2008,98,196, Montenegro,milos raonic,CAN, Right-Handed, Two-Handed Backhand
105339,yan bai,Yan,Bai,1989-05-21,,80,185, China,yan bai,CHN, Right-Handed, Two-Handed Backhand
105539,evgeny donskoy,Evgeny,Donskoy,1990-05-09,2007,74,185, Russia,evgeny donskoy,RUS, Right-Handed, Two-Handed Backhand
105676,david goffin,David,Goffin,1990-12-07,2009,68,180, Belgium,david goffin,BEL, Right-Handed, Two-Handed Backhand
105216,yuichi sugita,Yuichi,Sugita,1988-09-18,2006,70,175, Japan,yuichi sugita,JPN, Right-Handed, Two-Handed Backhand
104695,fritz wolmarans,Fritz,Wolmarans,1986-03-07,,,,,fritz wolmarans,RSA, Right-Handed,
104738,caio zampieri,Caio,Zampieri,1986-05-27,2005,79,183, Brazil,caio zampieri,BRA, Right-Handed,
104136,santiago gonzalez,Santiago,Gonzalez,1983-02-24,2001,91,191, Mexico,santiago gonzalez,MEX, Right-Handed, Two-Handed Backhand
105270,maxime teixeira,Maxime,Teixeira,1989-01-18,2010,75,188,,maxime teixeira,, Right-Handed,
105318,thomas schoorel,Thomas,Schoorel,1989-04-08,,,203, Netherlands,thomas schoorel,NED, Left-Handed,
105894,javier marti,Javier,Marti,1992-01-11,,,,,javier marti,ESP, Right-Handed,
103676,michael yani,Michael,Yani,1980-12-31,2003,75,185,Singapore,michael yani,USA, Right-Handed,
104850,jonathan dasnieres de veigy,Jonathan,Dasnieres De Veigy,1987-01-05,2008,76,175, France,jonathan dasnieres de veigy,FRA, Left-Handed, Two-Handed Backhand
105128,guillermo olaso,Guillermo,Olaso,1988-03-25,2006,74,175, Spain,guillermo olaso,ESP, Right-Handed, Two-Handed Backhand
105649,cedrik marcel stebe,Cedrik-Marcel,Stebe,1990-10-09,2010,70,183, Germany,cedrik marcel stebe,GER, Left-Handed, Two-Handed Backhand
104965,pavol cervenak,Pavol,Cervenak,1987-07-01,,77,191,Bratislava,pavol cervenak,SVK, Right-Handed, Two-Handed Backhand
105643,federico delbonis,Federico,Delbonis,1990-10-05,2007,88,191, Argentina,federico delbonis,ARG, Left-Handed, Two-Handed Backhand
105147,tatsuma ito,Tatsuma,Ito,1988-05-18,2006,75,180, Japan,tatsuma ito,JPN, Right-Handed, Two-Handed Backhand
104226,bastian knittel,Bastian,Knittel,1983-08-08,2003,71,180, Germany,bastian knittel,GER, Left-Handed,
105930,daniel kosakowski,Daniel,Kosakowski,1992-02-21,2011,79,185, California,daniel kosakowski,USA, Right-Handed,
105577,vasek pospisil,Vasek,Pospisil,1990-06-23,2007,84,193, Canada,vasek pospisil,CAN, Right-Handed, Two-Handed Backhand
104661,pierre ludovic duclos,Pierre-Ludovic,Duclos,1986-01-08,2007,75,188, Canada,pierre ludovic duclos,CAN, Right-Handed,
104291,malek jaziri,Malek,Jaziri,1984-01-20,2003,82,185, Tunisia,malek jaziri,TUN, Right-Handed, Two-Handed Backhand
104297,rogerio dutra silva,Rogerio,Dutra Silva,1984-02-05,2003,73,178, Brazil,rogerio dutra silva,BRA, Right-Handed, One-Handed Backhand
106058,jack sock,Jack,Sock,1992-09-24,2011,84,191, USA,jack sock,USA, Right-Handed, Two-Handed Backhand
105561,alessandro giannessi,Alessandro,Giannessi,1990-05-30,2008,82,185, Italy,alessandro giannessi,ITA, Left-Handed, Two-Handed Backhand
104633,mathieu rodrigues,Mathieu,Rodrigues,1985-11-07,2007,76,180, France,mathieu rodrigues,FRA, Right-Handed, Two-Handed Backhand
104023,nicolas renavand,Nicolas,Renavand,1982-06-25,,,,,nicolas renavand,FRA,,
105585,ze zhang,Ze,Zhang,1990-07-04,2008,85,188, China,ze zhang,CHN, Right-Handed, Two-Handed Backhand
104681,sebastian rieschick,Sebastian,Rieschick,1986-02-15,,,,,sebastian rieschick,, Right-Handed,
105583,dusan lajovic,Dusan,Lajovic,1990-06-30,2007,78,183, Serbia,dusan lajovic,SRB, Right-Handed, One-Handed Backhand
105379,aljaz bedene,Aljaz,Bedene,1989-07-18,2008,72,183, Slovenia,aljaz bedene,SLO, Right-Handed, Two-Handed Backhand
106233,dominic thiem,Dominic,Thiem,1993-09-03,2011,82,185, Austria,dominic thiem,AUT, Right-Handed, One-Handed Backhand
105902,james duckworth,James,Duckworth,1992-01-21,2010,82,183, Australia,james duckworth,AUS, Right-Handed, Two-Handed Backhand
105004,dimitar kutrovsky,Dimitar,Kutrovsky,1987-08-27,,73,175, Bulgaria,dimitar kutrovsky,BUL, Right-Handed, Two-Handed Backhand
105487,facundo bagnis,Facundo,Bagnis,1990-02-27,2008,82,183, Argentina,facundo bagnis,ARG, Left-Handed, Two-Handed Backhand
